Job role,Job type,Job ID,location,City,State,salary,Job description,Requirements
IT Helpdesk Support,Contract,2084057-EQG,"New York, NY",New York,NY,$31 - $38 per Hourly,"Kforce has a client that is seeking an IT Helpdesk Support in New York, NY.

Responsibilities:
* IT Helpdesk Support will provide technical assistance and support for incoming queries and issues related to computer systems, software, and hardware
* Respond to queries either in person or over the phone
* Respond to email messages for customers seeking help
* Walk customer through problem-solving process
* Install, modify, and repair computer hardware and software
* Run diagnostic programs to resolve problems
* Install computer peripherals for users
* As an IT Helpdesk Support, you will follow up with customers to ensure issue has been resolved
* Gain feedback from customers about computer usage
* Run reports to determine malfunctions that continue to occur","* Bachelor's degree in Information Technology, or relevant field
* Experience working with Windows 7/10, Windows servers 2008-2019, Mac OS
* Experience working with MS Office suite including email clients (Outlook)
* Experience with ticketing systems and helpdesk processes
* Experience in supporting proprietary software
* Experience with Active Directory, printers, anti-virus, backups
* Hands on experience with diagnosing and resolving basic technical issues
* Has the ability to understand user problems and the ability to explain technical fixes in a clear manner to non-technical users
* Experience working on 24x7 environments oriented towards a zero-downtime target

"
DBA,Permanent,2087712-AQG,"Falls Church, VA",Falls Church,VA,$110500 - $149500 per Annually,"Kforce has a client in Falls Church, VA that is seeking a DBA to manage Microsoft SQL Server 2012-2022 databases. They're looking for a DBA with strong AWS and Redshift experience. Experience with Fivetran/HVR is also needed to migrate data. Any other replicate tool besides Fivetran/HVR will be considered. Golden Gate is acceptable. The main job of the DBA will be to replicate data and put it in Redshift.","* Bachelor's degree with 10+ years of overall IT database experience on commercial and open source databases
* Extensive experience with SQL 2014-2022 Architecture. Install, configure and maintain MS SQL Server clustered environment including Always On Availability Groups and Active-Active failover clustering implementations for High availability and DR 
* Strong knowledge of SQL Server 2012-2022, AWS Redshift, and Oracle
* Experience with Fivetran & HVR for CDC (change data capture)/Log-Minor from relational data stores, along with DBA knowledge

"
Accounting Specialist - AP,Permanent,2087707-AQG,"Arlington, VA",Arlington,VA,$42700 - $59000 per Annually,"Kforce has a client in Arlington, VA that is seeking an Accounting Specialist - AP.

Responsibilities:
* Receive, identify, and deposit check payments daily
* The Accounting Specialist will apply payments to customer accounts, ensuring payments are applied to the correct customer's account; Research and take corrective action to resolve duplicate invoices and payments
* Reconcile exhibit, sponsorship, and advertising revenue with director's and third-party seller reports with accounting system
* Monitor aging accounts receivable schedule and send past due notices to customers
* Notify Accounting Manager, A/R, director of finance and CFO regarding invoices over 90 days past due
* Create check payment batches with control totals in Salesforce Fonteva for membership and development departments
* As an Accounting Specialist, you will create batch control totals in Salesforce Fonteva and provide copies of all records and distribute to Membership, Development, and other departments for their entry into customer accounts in Salesforce Fonteva
* Review bank statement daily to record ACH/Wire payments and accurately apply to customer invoices","* Bachelor's degree or equivalent experience
* 3-5+ years of bookkeeping and/or accounting experience
* Experience participating in full cycle accounting, month and year end close, and audits

"
AML/BSA Specialist,Contract,2087714-TVF,"Charlotte, NC",Charlotte,NC,$20 - $22 per Hourly,"Kforce has a client in Charlotte, NC that is seeking an AML/BSA Specialist.

Responsibilities:
* In this role, the AML/BSA Specialist is responsible for the reviewing of currency transactions and suspicious activity in accordance to the Bank Secrecy Act
* Under general supervision and guidance, responsibilities are varied and moderate to complex
* Follows defined procedures, policies and precedents
* Refers unusual situations that require exceptions to Manager or Supervisor
* The AML/BSA Specialist will supervise schedules work however incumbent prioritizes assigned tasks
* May serve as a resource for less experienced staff and assist in their training","* High School diploma or equivalent/GED
* Bachelor's degree or 2-3 years of related experience; Ideally those with degrees in Business, Finance, Economics, Banking, Journalism, Criminal Justice, JD, or Law Enforcement and some job related experience in those fields or banking
* 1-3+ years of relevant experience
* Basic understanding of Bank Secrecy Act (BSA)/AML laws and regulations
* Proficient computer skills, especially Microsoft Office applications (Excel, Word)
* Ability to work independently and confidently with WFH is also important
* Excellent communication skills - both verbal and written
* Displays positive attitude and high aptitude for learning and growth
* Extracurricular activities during college
* Knowledge of Anti Money Laundering, Bank Secrecy Act, US Patriot Act is a plus
* Ability to analyze and write based upon the analysis conducted is critical
* Time management skills
* Strong analytical skills

"
"Account Manager, Technology",Permanent,230441,"King of Prussia, PA",King of Prussia,PA,$ - $ per ," 

At Kforce, our culture of flexibility empowered by trust, technology and opportunity allows you to design your best life. Find the best path to your success by joining our team-oriented, collaborative and high-performing King of Prussia team. 


By joining our team, you'll have the opportunity to work with diverse clients across a wide range of industries, from IT, to healthcare, to government services - growing your book of business and your career. We offer continuous training, education and mentorship tailored to help our associates reach their potential, adapt to changing markets and build their unique career path.  


We are well-poised to support and guide our associates with our strong leadership culture. Our King of Prussia leaders not only have over 45 years of combined tenure, but were also all promoted from within, and therefore are able to support our associates with unique industry and company knowledge, experience and insights. Our leadership tenure is a testament to our strong culture and our commitment to serve our clients, candidates and associates.  


Our associates are thriving. Our success in supporting our people, especially through Kforce's transition to a hybrid environment, is reflected in our associate tenure, which ranges as high as 13 years. For two of the last three years, Kforce stock has been the number one performer in our peer group. We continue to increase internal promotions and our teams have been experiencing their most successful years yet. We offer you the tools, technology, flexibility and trust you need to thrive - come join us.   


    Training and Development- Kforce is committed to helping you be successful!  



You will receive individual and classroom training designed for sales and recruiting professionals. 


Opportunity for job shadowing and mentorship from senior team members.


Unlimited on-line training tools from Kforce University.


Scheduled one on one and group meetings with your leader.


Continuous learning and development through lunch and learns, meetings, speakers, and more


 
Role and Responsibilities:         


Generating sales leads through referrals, networking, social media, internet research and direct contact. 


Schedule and attend client meetings, with the goal of engaging them to utilize our professional staffing services and project solutions. 


Negotiate with client to establish appropriate bill rates, contract terms, and fees.


Manage these relationships throughout the assignment to expand Kforce presence within your existing client accounts. 


Collaborate with your Kforce colleagues to facilitate the placement process, which may include presentation of candidates, interview scheduling, client preparation and debrief and salary negotiation.



 

What we are looking for from you… 


One to three years of ""sales related"" experience.


Ability to work in a fast paced, competitive environment.


Enjoys working with and being part of team.


Bachelor's degree is preferred. 


 
There will be collaborative coaching, teaching, and training that will require our employees to come into the office, for both sales and recruiters.

Our sales positions will require client-facing interactions and team collaboration within the local market
We offer a blended training model that will provide opportunities for self-serve, virtual and in-person training requirements. Live, in-person activities will include collaborative coaching, role playing, and facilitated training that will require our sales and recruiting associates to come into the local office.

 
Compensation and Benefits:


Competitive base salary + uncapped monthly commission.


Highly competitive benefits package including medical, dental, vision, matching 401K match, maternity/paternity leave and paid time off.


Annual performance incentive trip for top performers across the company.


Employee stock purchase program and other employee discounts.


We offer multiple career paths in recruiting, sales, operations and leadership - last year, over 500 employees were promoted


 ","Kforce is an EEO/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status.


"
Sr Benefits Specialist,Permanent,230415,"EE Specific City - WFH, FL",EE Specific City - WFH,FL,$ - $ per ,"
Kforce is a solutions firm specializing in technology, finance & accounting, and professional staffing services. Each year, we help more than 30,000 people find work. We partner with more than 3,000 companies, including a significant majority of the Fortune 500, to find solutions for their talent, team and project needs.  


At Kforce, we thrive on building lasting relationships and making a positive impact on the lives of all we serve. Our national network of 2,000+ associates support our ability to meet the needs of customers of all size.  


We are proud of the culture we've created. Our people enjoy a hybrid work environment where flexibility and choice are empowered by trust and technology. Our office occasional approach gives Kforcers the ability to achieve high performance levels while designing their best lives. Join the Kforce family and we will support you with expert training, innovative tools, and a team of great people. Together, we can achieve powerful results. At Kforce, We Love What We Do. We Love Who We Serve. 
 

SUMMARY:
Under general direction, handles the administrative requirements of the Firm's benefit plans and policies and serves as the escalation point for all inquiries from leaders, associates, and Benefits Specialists.
ESSENTIAL DUTIES AND RESPONSIBILITIES:

Administer the day to day activities related to all benefit programs by interpreting plans, policy and regulations associated with such plans (ACA, ERISA, USERRA, FMLA, ADA, etc.) .
Provide consultative services and create and deliver training to corporate and field partners and employees on new benefits, processes and/or changes as required ensuring consistent, accurate and reliable information is disseminated.  
Mentor and serve as the escalation point for Benefits Specialists, assist with day to day, benefit questions, processes, and issue resolution.
Act as a liaison with vendors for plan guidance and issue resolution. Maintain ongoing relationships with benefit vendors to ensure high quality delivery of benefit services.
Assist in the execution of open enrollment, coordinate benefit fairs and various benefit workshops.
Effectively interpret FMLA and ADA implications as they relate to leaves of absences/disabilities and evaluate medical certifications.
Create and update benefits information/wording for company-wide knowledge systems and oversee the dissemination of legally required plan document materials.
Compliance with federal, state and local laws and regulations. Identify and resolve potential areas of exposure and/or non-compliance. 
Reconcile and prepare all invoices and wires related to all benefit plans or employee benefit accounts to include but not limited to Health and Welfare, Disability, Flexible Spending Accounts, Health Savings Accounts, Life Insurance, Voluntary Benefit Programs, Retirement Plans, and Employee Stock Purchases. 
Responsible for the data integrity of benefits data within systems.  Monitor vendor related feeds and interfaces with IT and third parties to ensure data flow for plan administration is accurate and timely. Partner with third party providers to resolve file/data issues/errors.
Review and respond to unemployment claims by investigating circumstances and preparing appropriate documentation, ensuring compliance with the unemployment insurance integrity requirements. Prepares for all appeal hearings and attends hearings when necessary.  Provide guidance to leaders as needed.
Administers employment verifications through a third-party administrator and internally for those not able to utilize a third party for the information requested.
Make recommendations and implement new and updated processes to improve efficiency.

 
SUPERVISORY RESPONSIBILITIES:

No.
","KEY SUCCESS INDICATORS/ATTRIBUTES:

Demonstrate excellent communication, interpersonal skills.
Demonstrate ability to handle difficult situations with professionalism and respect and maintain composure in stressful situations.
Ability to deal with people in a manner which shows sensitivity, tact, and professionalism
Ability to prioritize in a fast paced, changing environment.
Ability to identify deficiencies and take corrective action; strong critical thinking and problem solving skills.
Demonstrate excellent organizational skills and be very detailed oriented.
Demonstrate ability to self-motivate, set goals, and meet deadlines.
Demonstrate leadership and mentoring skills.
Proficient in personal computer skills.
Ability to handle confidential information with discretion.
Builds and sustains collaborative relationships at multiple levels in the organization.
Commitment and adherence to Firm Core Values.

 
EDUCATION AND/OR EXPERIENCE:

Bachelor's degree and 5+ years of benefits experience or the equivalent combination of education and experience.   
Knowledge of regulations such as ACA, ADA, FMLA, ERISA, and broad experience across all benefit plans (health & welfare, retirement, disability, etc.) required.

CERTIFICATES AND/OR LICENSES:


Certified Employee Benefits Specialist or other HR certification, preferred.


TRAVEL REQUIREMENTS:

Travel required to Client sites or Kforce offices, up to 10%.

 
Kforce is an EEO/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status. 

"
ISS Talent Associate,Permanent,230434,"Tampa, FL",Tampa,FL,$ - $ per ,"
Kforce is a solutions firm specializing in technology, finance & accounting, and professional staffing services. Each year, we help more than 30,000 people find work. We partner with more than 3,000 companies, including a significant majority of the Fortune 500, to find solutions for their talent, team and project needs. 
 
At Kforce, we thrive on building lasting relationships and making a positive impact on the lives of all we serve. Our national network of 2,000+ associates support our ability to meet the needs of customers of all size. 
 
We are proud of the culture we've created. Our people enjoy a hybrid work environment where flexibility and choice are empowered by trust and technology. Our office occasional approach gives Kforcers the ability to achieve high performance levels while designing their best lives. Join the Kforce family and we will support you with expert training, innovative tools, and a team of great people. Together, we can achieve powerful results. At Kforce, We Love What We Do. We Love Who We Serve.



SUMMARY: 
 
Under managerial direction; is responsible for the identification, qualification, matching, advising, and managing of international candidates.  The Recruiter is directly involved in candidate hiring, discipline, and termination decisions. The recruiter builds solid, profitable relationships with candidates through the delivery of exceptional customer service characterized by mutual respect, understanding and trust.
 
ESSENTIAL DUTIES AND RESPONSIBILITIES:  

Recruit qualified international candidates by engaging in sourcing activities to include, but not be limited to: market research (i.e., job fairs, job boards, etc.), identifying candidate sources, cold calling, recruiting calls, attending seminars and networking events. Determine and implement appropriate recruiting techniques for market, industry, skill set and region.
Evaluate market conditions and ensure candidate inventory population stays at appropriate levels to accommodate anticipated client demand.
Maintain ongoing relationships with candidates not currently on assignment.
Qualify candidates by conducting telephone and in-person interviews to obtain work history, education, training, job skills, and salary requirements.
Complete reference checks on candidates to ensure authenticity of stated skills and experience.  Coordinate applicable background investigations with administrative staff.
Analyze client requirements against qualifications of candidates and match the best candidate with client needs.
Package the candidate for presentation to client.
Present job opportunity to the candidate and negotiate compensation package.
Prep and debrief the candidate.  Provide coaching and advice to the candidate throughout the client interview process to include counteroffers and job transition.
Conduct follow-up activities with the candidate to ensure candidate satisfaction.
Supervise and manage candidates on assignment; counsel and discipline candidates; be directly involved in termination decisions.
Engage in candidate quality assurance, candidate retention and extension, lead generation, remarketing and assignment end.
Work closely with Account Manager in activities directly related to candidate quality assurance, lead generation, and candidate satisfaction.

SUPERVISORY RESPONSIBILITIES: 
None required. 

 ","
KEY SUCCESS INDICATORS/ATTRIBUTES: 

Demonstrate a strong commitment to exceptional customer service.
Demonstrate strong commitment to a team environment.
Demonstrate well-developed written and verbal communication skills.
Proficient communicator and listener.
Proficient at handling difficult human relations issues with professionalism and respect.
Possess sound judgment and reasoning abilities.
Exhibit strong drive for results and success.
Ability to self-motivate and self-direct.
Possess strong time management and organizational skills.
Ability to maintain professionalism during stressful situations.
Maintain courteous, professional and effective working relationships with employees at all levels of the organization.
Proficient personal computer skills including email, Microsoft Outlook, Word, and Excel.
Commitment and adherence to Firm's Core Values.

EDUCATION AND/OR EXPERIENCE: 

Bachelor's degree and one year of related experience or equivalent combination of education and experience required.
 

CERTIFICATES AND/OR LICENSES: 
None required. 
 
TRAVEL REQUIREMENTS: 
Travel as required, up to 5%.


 
Kforce is an EEO/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status.
 

"
Human Resources Partner Senior,Permanent,230407,"EE Specific City - WFH, FL",EE Specific City - WFH,FL,$ - $ per ,"
Kforce is a solutions firm specializing in technology, finance & accounting, and professional staffing services. Each year, we help more than 30,000 people find work. We partner with more than 3,000 companies, including a significant majority of the Fortune 500, to find solutions for their talent, team and project needs. 
 
At Kforce, we thrive on building lasting relationships and making a positive impact on the lives of all we serve. Our national network of 2,000+ associates support our ability to meet the needs of customers of all size. 
 
We are proud of the culture we've created. Our people enjoy a hybrid work environment where flexibility and choice are empowered by trust and technology. Our office occasional approach gives Kforcers the ability to achieve high performance levels while designing their best lives. Join the Kforce family and we will support you with expert training, innovative tools, and a team of great people. Together, we can achieve powerful results. At Kforce, We Love What We Do. We Love Who We Serve.

 

SUMMARY: 
Provides Human Resources management oversight for the assigned field / business units.
 
ESSENTIAL DUTIES AND RESPONSIBILITIES:


Partners and shares in the responsibility for achieving multiple business unit leader's goals. Proactively supports the delivery of human resources functions for the regional business unit. Provides guidance and oversees assigned business unit human resources activities such as management- level candidate screening, performance management and review processes, leadership training, talent management and employee relations. Participates in new leader on-boarding and orientation programs.
Manages the human resources team assigned to the regional business units.  Conducts regularly scheduled meetings with human resources team to exchange best practices and provides ongoing support and problem resolution.  Mentors, develops and evaluates team of senior generalists.
Partners with business unit senior management to support business objectives. Consults on organizational and role design.  Analyzes and provides recommendations based on best practices, innovation and/or established protocols.
Serves as primary contact for the interpretation of HR policy issues. Responds to leader inquiries regarding policies, procedures, and programs.  Identifies potential areas of exposure and ensures compliance with federal, state and/or city employment related laws.
Assesses performance management practice and team development plans of business leaders.  Works with business unit leaders to create developmental plans.
Advises business unit senior management in appropriate resolution of employee relations issues.  Handles complex employee relations investigations and provides conflict resolution guidance.
Analyzes and interprets HR trends and metrics for each business unit.   Partners with senior leaders to determine support or action needed to adjust unfavorable trends.
Collaborates with senior human resources management on Firm wide initiates.  Partners with human resources, compensation, payroll, tax leaders to enhance or establish policies, procedures, guidelines, etc.
Participates in change management for mergers, acquisitions and divestitures


 
SUPERVISORY RESPONSIBILITIES:
 
None required
 
","KEY SUCCESS INDICATORS/ATTRIBUTES:


Demonstrate verbal and written communication skills.
Organizational and time management skills.
Ability to maintain professionalism during stressful situations.
Ability to multi-task in a fast paced, changing environment.
Proficient personal computer skills including E-mail, record keeping, routine database activity, Microsoft Office (Word, Excel, Power Point) and PeopleSoft.
Commitment and adherence to Firm's Core Values.
Partners with business unit senior management to support business objectives. Consults on organizational and role design.  
Analyzes and provides recommendations based on best practices, innovation and/or established protocols. 
Serves as primary contact for the interpretation of HR policy issues. Responds to leader inquiries regarding policies, procedures, and programs.  Identifies potential areas of exposure and ensures compliance with federal, state and/or city employment related laws.
Assesses performance management practice and team development plans of business leaders.  Works with business unit leaders to create developmental plans. 
Advises business unit senior management in appropriate resolution of employee relations issues.  Handles complex employee relations investigations and provides conflict resolution guidance.
Analyzes and interprets HR trends and metrics for each business unit.   Partners with senior leaders to determine support or action needed to adjust unfavorable trends.
Collaborates with senior human resources management on Firm wide initiates. 
Partners with human resources, compensation, payroll, tax leaders to enhance or establish policies, procedures, guidelines, etc.
Participates in change management for mergers, acquisitions and divestitures.


EDUCATION AND/OR EXPERIENCE:
Bachelor's degree in related field required, advanced degree preferred.
5 -8 years progressive Human Resources management experience including performance management, talent management and employee relations functions. Extensive knowledge of multi-state employment law, legal hiring practices and procedures required.
 
CERTIFICATES AND/OR LICENSES:
Any of the following certifications preferred:
Professional in Human Resources (PHR)
Senior Professional in Human Resources (SPHR)
 
TRAVEL REQUIREMENTS:
Ability to travel 20 -25%
 
Disclaimer:  The above statements are intended to describe the general nature and level of work being performed by the employee.  They are not intended to be an exhaustive list of all duties, responsibilities, and skills required. Employees may perform other duties as assigned.
 
Kforce is an EEO/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status
 

"
"Account Manager, Technology",Permanent,230432,"EE Specific City - WFH, FL",EE Specific City - WFH,FL,$ - $ per ,"Kforce is a solutions firm specializing in technology, finance & accounting, and professional staffing services. Each year, we help more than 30,000 people find work. We partner with more than 3,000 companies, including a significant majority of the Fortune 500, to find solutions for their talent, team and project needs. 
 
At Kforce, we thrive on building lasting relationships and making a positive impact on the lives of all we serve. Our national network of 2,000+ associates support our ability to meet the needs of customers of all size. 
 
We are proud of the culture we've created. Our people enjoy a hybrid work environment where flexibility and choice are empowered by trust and technology. Our office occasional approach gives Kforcers the ability to achieve high performance levels while designing their best lives. Join the Kforce family and we will support you with expert training, innovative tools, and a team of great people. Together, we can achieve powerful results. At Kforce, We Love What We Do. We Love Who We Serve.
 
Summary:
The Client Relationship Manager (Account Manager, Technology) plays a critical role in fueling Kforce's growth by connecting Great People together. The Client Relationship Manager (Account Manager, Technology) drives the growth of the Firm through identification and engagement of current and prospective clients, with an end goal of engaging Kforce as their staffing vendor of choice. This position demands an exceptional balance of drive and commitment, coupled with exemplary interpersonal skills, topped off with a win-win mindset.  As a developed business partner, the Client Relationship Manager (Account Manager, Technology) possesses the uncanny ability to successfully manage multiple priorities in a high-paced and fast-changing work environment.  The Client Relationship Manager  (Account Manager, Technology)also serves as a role model to junior members of the team. 
 
Responsibilities:

Source prospective clients through referrals, networking, social media, internet research, sales leads and direct contact. 
Schedule and conduct clients meetings to introduce new clients to the value of Kforce, with an end goal of engaging them to utilize our professional staffing services.
Prepare and present professional services proposals.
Collaborate with Kforce colleagues to facilitate the placement process, which may include presentation of candidates, interview scheduling, client preparation and debrief and salary negotiation.
As the client advocate, guide clients thorough the staffing process, ensuring they have full clarity of expectations.
Manage relationships throughout the assignment; expand Kforce presence within existing client accounts.
Continuously expand the Kforce client base through ongoing new business development.
Conduct all interactions with the utmost diplomacy and tact.  Maintain confidentiality and treat others with conscientious respect.
Connect with candidates, colleagues and clients on a regular basis to develop and maintain relationships, expand industry knowledge, and generate referrals and leads.
Stay abreast of current staffing trends and recommend creative strategies to facilitate continued new business development.
","Requirements:

BA/BS degree preferred. 
5-8 years professional experience in a staffing, corporate, recruiting or professional sales environment 
Ability to develop customer relationship management, consultative and negotiation skills.
Proven organizational skills with attention to detail and the ability to self-manage, prioritize initiatives and work well in a team environment with competing demands and tight deadlines. 
Excellent verbal and written communication skills with an emphasis on tact and diplomacy.  
Strong internet research skills.  Proficiency in MS office, including Word and Excel.  Ability to grasp cutting edge technologies.


 
CERTIFICATES AND/OR LICENSES:

None required.

 
Kforce is an EEO/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status.

"
"Account Manager, Technology",Permanent,230424,"Boston, MA",Boston,MA,$ - $ per ," 

Kforce is an award-winning professional staffing and solutions firm that provides strategic partnership in the areas of Technology and Finance & Accounting. Our name stands for KnowledgeForce® which describes the experience we've gained since 1962 and the 35,000 highly skilled professionals we engage annually. Each year, our network of over 60 offices and two national recruiting centers provides opportunities across 4,000 companies, including 70% of the Fortune 100. For over 55 years we've thrived on building relationships and having a meaningful impact on all the lives we serve. We believe in acting with integrity, doing the right thing and giving back to our communities. At Kforce, We Love What We Do. We Love Who We Serve.

 

Join the Kforce family and we will support you with expert training, innovative tools, an amazing culture, and a team of great people that will cheer you on your road to success! 

 

Kforce is looking for bold, uncompromising sales driven individuals to connect our clients with great candidates, and in the process, we will teach you how to unleash your full potential. Good news is... Kforce is publicly traded and ranked in the Top 5 of Staffing Firms in the US. Our clients are some of the best known in the World, you wear their products, you use their technology, and bank at their financial institutions.   

 

Our Sales Associates play a critical role in fueling Kforce's growth by connecting Great People and Clients together. This key role drives the growth of the Firm through identification and engagement of current and prospective clients, with an end goal of engaging Kforce as their staffing vendor of choice. This position demands an exceptional balance of drive and commitment, coupled with exemplary interpersonal skills, topped off with a win-win mindset. 

 

Training and Development- Kforce is committed to helping you be successful!  


	
	You will receive individual and classroom training designed for sales and recruiting professionals. 
	
	
	Opportunity for job shadowing and mentorship from senior team members.
	
	
	Unlimited on-line training tools from Kforce University.
	
	
	Scheduled one on one and group meetings with your leader.
	
	
	Continuous learning and development through lunch and learns, meetings, speakers, and more
	


 

Role and Responsibilities:         


	
	Generating sales leads through referrals, networking, social media, internet research and direct contact. 
	
	
	Schedule and attend client meetings, with the goal of engaging them to utilize our professional staffing services and project solutions. 
	
	
	Negotiate with client to establish appropriate bill rates, contract terms, and fees.
	
	
	Manage these relationships throughout the assignment to expand Kforce presence within your existing client accounts. 
	
	
	Collaborate with your Kforce colleagues to facilitate the placement process, which may include presentation of candidates, interview scheduling, client preparation and debrief and salary negotiation.
	



 


What we are looking for from you… 


	
	One to three years of ""sales related"" experience.
	
	
	Ability to work in a fast paced, competitive environment.
	
	
	Enjoys working with and being part of team.
	
	
	Bachelor's degree is preferred. 
	


 

There will be collaborative coaching, teaching, and training that will require our employees to come into the office, for both sales and recruiters.


	Our sales positions will require client-facing interactions and team collaboration within the local market
	We offer a blended training model that will provide opportunities for self-serve, virtual and in-person training requirements. Live, in-person activities will include collaborative coaching, role playing, and facilitated training that will require our sales and recruiting associates to come into the local office.


 

Compensation and Benefits:


	
	Competitive base salary + uncapped monthly commission.
	
	
	Highly competitive benefits package including medical, dental, vision, matching 401K match, maternity/paternity leave and paid time off.
	
	
	Annual performance incentive trip for top performers across the company.
	
	
	Employee stock purchase program and other employee discounts.
	
	
	We offer multiple career paths in recruiting, sales, operations and leadership - last year, over 500 employees were promoted
	


 
","Kforce is an EEO/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status.


"
